Protein accession	Sequence MD5 digest	sequence length	Analysis	Signature accession	signature description	Start location	Stop location	Score	Status	Data	InterPro annotations accession	InterPro annotations description	NCBI annotation	species
gi|595389390|gb|AHM27264.1|	cc297ca2139a2c9ab9ad525efbe5caeb	996	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	628	741	2.40E-33	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	polyketide synthase 1 [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|595389390|gb|AHM27264.1|	cc297ca2139a2c9ab9ad525efbe5caeb	996	CDD	cd00833	PKS	354	782	2.91E-121	T	09-08-2021	-	-	polyketide synthase 1 [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|595389390|gb|AHM27264.1|	cc297ca2139a2c9ab9ad525efbe5caeb	996	SUPERFAMILY	SSF53901	Thiolase-like	341	737	5.96E-50	T	09-08-2021	IPR016039	Thiolase-like	polyketide synthase 1 [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|595389390|gb|AHM27264.1|	cc297ca2139a2c9ab9ad525efbe5caeb	996	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	345	615	3.10E-39	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	polyketide synthase 1 [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076530|gb|AQS99237.1|	b0f5676cf3900c797c2241265cd458d0	947	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	339	584	5.10E-37	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076530|gb|AQS99237.1|	b0f5676cf3900c797c2241265cd458d0	947	SMART	SM00825	Beta-ketoacyl synthase	341	756	3.70E-21	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076530|gb|AQS99237.1|	b0f5676cf3900c797c2241265cd458d0	947	PANTHER	PTHR43775:SF37	POLYKETIDE SYNTHASE	339	755	1.40E-91	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076530|gb|AQS99237.1|	b0f5676cf3900c797c2241265cd458d0	947	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	597	709	9.60E-25	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076530|gb|AQS99237.1|	b0f5676cf3900c797c2241265cd458d0	947	CDD	cd00833	PKS	351	754	2.82E-82	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076530|gb|AQS99237.1|	b0f5676cf3900c797c2241265cd458d0	947	SUPERFAMILY	SSF53901	Thiolase-like	557	755	1.24E-35	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076530|gb|AQS99237.1|	b0f5676cf3900c797c2241265cd458d0	947	Gene3D	G3DSA:3.40.47.10	-	337	779	5.40E-95	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076530|gb|AQS99237.1|	b0f5676cf3900c797c2241265cd458d0	947	SUPERFAMILY	SSF53901	Thiolase-like	355	584	2.38E-29	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076530|gb|AQS99237.1|	b0f5676cf3900c797c2241265cd458d0	947	PANTHER	PTHR43775	FATTY ACID SYNTHASE	339	755	1.40E-91	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076530|gb|AQS99237.1|	b0f5676cf3900c797c2241265cd458d0	947	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	82	310	6.70E-76	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076416|gb|AQS99180.1|	0bbb628a3b39f3bfe52fe30d3b8ccaa3	1286	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	377	631	3.00E-38	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076416|gb|AQS99180.1|	0bbb628a3b39f3bfe52fe30d3b8ccaa3	1286	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	656	762	2.20E-15	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076416|gb|AQS99180.1|	0bbb628a3b39f3bfe52fe30d3b8ccaa3	1286	SUPERFAMILY	SSF53901	Thiolase-like	378	629	2.52E-36	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076416|gb|AQS99180.1|	0bbb628a3b39f3bfe52fe30d3b8ccaa3	1286	CDD	cd00833	PKS	377	775	6.68E-71	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076416|gb|AQS99180.1|	0bbb628a3b39f3bfe52fe30d3b8ccaa3	1286	PANTHER	PTHR43775	FATTY ACID SYNTHASE	374	793	9.10E-59	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076416|gb|AQS99180.1|	0bbb628a3b39f3bfe52fe30d3b8ccaa3	1286	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	5	231	2.30E-27	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076416|gb|AQS99180.1|	0bbb628a3b39f3bfe52fe30d3b8ccaa3	1286	SUPERFAMILY	SSF53901	Thiolase-like	601	774	7.85E-23	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076416|gb|AQS99180.1|	0bbb628a3b39f3bfe52fe30d3b8ccaa3	1286	Gene3D	G3DSA:3.40.47.10	-	373	832	2.20E-78	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076416|gb|AQS99180.1|	0bbb628a3b39f3bfe52fe30d3b8ccaa3	1286	SMART	SM00825	Beta-ketoacyl synthase	379	798	4.70E-18	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076432|gb|AQS99188.1|	25db3f6ecdfb16b09878744b89e59452	943	PANTHER	PTHR43775	FATTY ACID SYNTHASE	337	753	2.90E-119	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076432|gb|AQS99188.1|	25db3f6ecdfb16b09878744b89e59452	943	SUPERFAMILY	SSF53901	Thiolase-like	333	702	6.70E-51	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076432|gb|AQS99188.1|	25db3f6ecdfb16b09878744b89e59452	943	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	336	581	4.80E-43	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076432|gb|AQS99188.1|	25db3f6ecdfb16b09878744b89e59452	943	CDD	cd00833	PKS	338	753	3.02E-122	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076432|gb|AQS99188.1|	25db3f6ecdfb16b09878744b89e59452	943	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	76	300	5.70E-77	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076432|gb|AQS99188.1|	25db3f6ecdfb16b09878744b89e59452	943	Gene3D	G3DSA:3.40.47.10	-	331	781	5.30E-121	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076432|gb|AQS99188.1|	25db3f6ecdfb16b09878744b89e59452	943	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	594	709	3.40E-32	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076432|gb|AQS99188.1|	25db3f6ecdfb16b09878744b89e59452	943	SMART	SM00825	Beta-ketoacyl synthase	338	756	8.80E-62	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076610|gb|AQS99277.1|	cf56d06c21ea8547bcba44d1d0020523	1013	SUPERFAMILY	SSF53901	Thiolase-like	516	730	6.38E-31	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076610|gb|AQS99277.1|	cf56d06c21ea8547bcba44d1d0020523	1013	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	561	679	1.20E-20	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076610|gb|AQS99277.1|	cf56d06c21ea8547bcba44d1d0020523	1013	PANTHER	PTHR43775	FATTY ACID SYNTHASE	294	730	3.10E-80	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076610|gb|AQS99277.1|	cf56d06c21ea8547bcba44d1d0020523	1013	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	294	545	4.50E-35	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076610|gb|AQS99277.1|	cf56d06c21ea8547bcba44d1d0020523	1013	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076610|gb|AQS99277.1|	cf56d06c21ea8547bcba44d1d0020523	1013	Gene3D	G3DSA:3.40.47.10	-	290	761	1.80E-91	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076610|gb|AQS99277.1|	cf56d06c21ea8547bcba44d1d0020523	1013	SMART	SM00825	Beta-ketoacyl synthase	299	731	1.40E-20	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076610|gb|AQS99277.1|	cf56d06c21ea8547bcba44d1d0020523	1013	SUPERFAMILY	SSF53901	Thiolase-like	296	544	1.13E-35	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076610|gb|AQS99277.1|	cf56d06c21ea8547bcba44d1d0020523	1013	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	25	219	3.30E-28	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076610|gb|AQS99277.1|	cf56d06c21ea8547bcba44d1d0020523	1013	CDD	cd00833	PKS	300	730	2.26E-88	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|198444933|gb|ACH88381.1|	5d3cf8127ca361c7e11369e3a7bd832a	228	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	174	228	2.20E-10	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444933|gb|ACH88381.1|	5d3cf8127ca361c7e11369e3a7bd832a	228	Gene3D	G3DSA:3.40.47.10	-	1	228	6.60E-75	T	09-08-2021	IPR016039	Thiolase-like	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444933|gb|ACH88381.1|	5d3cf8127ca361c7e11369e3a7bd832a	228	PANTHER	PTHR43775	FATTY ACID SYNTHASE	1	228	1.00E-70	T	09-08-2021	-	-	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444933|gb|ACH88381.1|	5d3cf8127ca361c7e11369e3a7bd832a	228	SUPERFAMILY	SSF53901	Thiolase-like	1	228	1.45E-42	T	09-08-2021	IPR016039	Thiolase-like	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444933|gb|ACH88381.1|	5d3cf8127ca361c7e11369e3a7bd832a	228	SMART	SM00825	Beta-ketoacyl synthase	1	228	8.50E-18	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444933|gb|ACH88381.1|	5d3cf8127ca361c7e11369e3a7bd832a	228	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	79	95	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444933|gb|ACH88381.1|	5d3cf8127ca361c7e11369e3a7bd832a	228	CDD	cd00833	PKS	1	228	6.48E-74	T	09-08-2021	-	-	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444933|gb|ACH88381.1|	5d3cf8127ca361c7e11369e3a7bd832a	228	PANTHER	PTHR43775:SF37	POLYKETIDE SYNTHASE	1	228	1.00E-70	T	09-08-2021	-	-	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444933|gb|ACH88381.1|	5d3cf8127ca361c7e11369e3a7bd832a	228	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	1	166	3.80E-44	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444925|gb|ACH88377.1|	9cc61c9b4e5429d5412a0b1fd4785dad	228	PANTHER	PTHR43775	FATTY ACID SYNTHASE	1	227	2.10E-76	T	09-08-2021	-	-	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444925|gb|ACH88377.1|	9cc61c9b4e5429d5412a0b1fd4785dad	228	SMART	SM00825	Beta-ketoacyl synthase	1	228	7.20E-20	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444925|gb|ACH88377.1|	9cc61c9b4e5429d5412a0b1fd4785dad	228	CDD	cd00833	PKS	1	227	4.13E-96	T	09-08-2021	-	-	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444925|gb|ACH88377.1|	9cc61c9b4e5429d5412a0b1fd4785dad	228	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	1	166	8.80E-43	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444925|gb|ACH88377.1|	9cc61c9b4e5429d5412a0b1fd4785dad	228	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	79	95	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444925|gb|ACH88377.1|	9cc61c9b4e5429d5412a0b1fd4785dad	228	PANTHER	PTHR43775:SF37	POLYKETIDE SYNTHASE	1	227	2.10E-76	T	09-08-2021	-	-	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444925|gb|ACH88377.1|	9cc61c9b4e5429d5412a0b1fd4785dad	228	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	174	227	2.50E-12	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444925|gb|ACH88377.1|	9cc61c9b4e5429d5412a0b1fd4785dad	228	SUPERFAMILY	SSF53901	Thiolase-like	1	227	7.81E-49	T	09-08-2021	IPR016039	Thiolase-like	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
gi|198444925|gb|ACH88377.1|	9cc61c9b4e5429d5412a0b1fd4785dad	228	Gene3D	G3DSA:3.40.47.10	-	1	227	2.50E-84	T	09-08-2021	IPR016039	Thiolase-like	"polyketide synthase, partial [Karenia brevis]"	Karenia brevis
Cluster-13398.5797	06843acd4fbf67a5ae2cdc2a3a4a8a1d	204	MobiDBLite	mobidb-lite	consensus disorder prediction	153	180	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-5538.0	0b17f8afa50b356ecea722c59b3efeb7	34	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-5538.0	0b17f8afa50b356ecea722c59b3efeb7	34	MobiDBLite	mobidb-lite	consensus disorder prediction	19	34	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-12793.0	5fb74452118ce5929fed04011d3a4efd	20	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.10943	4fd1a609b7869caf71a5c4dd73161c92	994	CDD	cd02859	E_set_AMPKbeta_like_N	746	774	3.63E-06	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.10943	4fd1a609b7869caf71a5c4dd73161c92	994	Gene3D	G3DSA:2.60.40.3620	-	877	962	1.40E-05	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.10943	4fd1a609b7869caf71a5c4dd73161c92	994	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	539	653	6.60E-21	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.10943	4fd1a609b7869caf71a5c4dd73161c92	994	CDD	cd00833	PKS	275	698	3.20E-77	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.10943	4fd1a609b7869caf71a5c4dd73161c92	994	PANTHER	PTHR43775	FATTY ACID SYNTHASE	295	698	1.70E-71	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.10943	4fd1a609b7869caf71a5c4dd73161c92	994	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	275	519	1.50E-32	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.10943	4fd1a609b7869caf71a5c4dd73161c92	994	Gene3D	G3DSA:3.40.47.10	-	271	727	5.70E-86	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.10943	4fd1a609b7869caf71a5c4dd73161c92	994	SUPERFAMILY	SSF53901	Thiolase-like	275	640	1.19E-36	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.10943	4fd1a609b7869caf71a5c4dd73161c92	994	SMART	SM00825	Beta-ketoacyl synthase	275	682	1.20E-19	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
gi|1842959121|gb|QJU71797.1|	67f45b37b69ce158ed0326ead94f6855	507	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	248	264	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	3-oxoacyl carrier protein synthase [Gambierdiscus pacificus]	Gambierdiscus pacificus
gi|1842959121|gb|QJU71797.1|	67f45b37b69ce158ed0326ead94f6855	507	PANTHER	PTHR11712	POLYKETIDE SYNTHASE-RELATED	72	505	0	T	09-08-2021	IPR000794	Beta-ketoacyl synthase	3-oxoacyl carrier protein synthase [Gambierdiscus pacificus]	Gambierdiscus pacificus
gi|1842959121|gb|QJU71797.1|	67f45b37b69ce158ed0326ead94f6855	507	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	92	340	1.70E-55	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	3-oxoacyl carrier protein synthase [Gambierdiscus pacificus]	Gambierdiscus pacificus
gi|1842959121|gb|QJU71797.1|	67f45b37b69ce158ed0326ead94f6855	507	Gene3D	G3DSA:3.40.47.10	-	66	506	2.20E-130	T	09-08-2021	IPR016039	Thiolase-like	3-oxoacyl carrier protein synthase [Gambierdiscus pacificus]	Gambierdiscus pacificus
gi|1842959121|gb|QJU71797.1|	67f45b37b69ce158ed0326ead94f6855	507	SUPERFAMILY	SSF53901	Thiolase-like	308	505	3.01E-65	T	09-08-2021	IPR016039	Thiolase-like	3-oxoacyl carrier protein synthase [Gambierdiscus pacificus]	Gambierdiscus pacificus
gi|1842959121|gb|QJU71797.1|	67f45b37b69ce158ed0326ead94f6855	507	SUPERFAMILY	SSF53901	Thiolase-like	92	345	6.01E-68	T	09-08-2021	IPR016039	Thiolase-like	3-oxoacyl carrier protein synthase [Gambierdiscus pacificus]	Gambierdiscus pacificus
gi|1842959121|gb|QJU71797.1|	67f45b37b69ce158ed0326ead94f6855	507	SMART	SM00825	Beta-ketoacyl synthase	94	507	1.90E-17	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	3-oxoacyl carrier protein synthase [Gambierdiscus pacificus]	Gambierdiscus pacificus
gi|1842959121|gb|QJU71797.1|	67f45b37b69ce158ed0326ead94f6855	507	CDD	cd00834	KAS_I_II	92	502	0	T	09-08-2021	IPR000794	Beta-ketoacyl synthase	3-oxoacyl carrier protein synthase [Gambierdiscus pacificus]	Gambierdiscus pacificus
gi|1842959121|gb|QJU71797.1|	67f45b37b69ce158ed0326ead94f6855	507	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	348	463	9.30E-36	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	3-oxoacyl carrier protein synthase [Gambierdiscus pacificus]	Gambierdiscus pacificus
gi|1842959121|gb|QJU71797.1|	67f45b37b69ce158ed0326ead94f6855	507	PANTHER	PTHR11712:SF332	"3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE II, CHLOROPLASTIC"	72	505	0	T	09-08-2021	-	-	3-oxoacyl carrier protein synthase [Gambierdiscus pacificus]	Gambierdiscus pacificus
gi|1842959121|gb|QJU71797.1|	67f45b37b69ce158ed0326ead94f6855	507	TIGRFAM	TIGR03150	fabF: beta-ketoacyl-acyl-carrier-protein synthase II	92	503	0	T	09-08-2021	IPR017568	3-oxoacyl-[acyl-carrier-protein] synthase 2	3-oxoacyl carrier protein synthase [Gambierdiscus pacificus]	Gambierdiscus pacificus
Cluster-13398.44239	447ac1d155e57210d523ae3bf2f17c60	555	MobiDBLite	mobidb-lite	consensus disorder prediction	37	63	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44239	447ac1d155e57210d523ae3bf2f17c60	555	ProSiteProfiles	PS51286	RAP domain profile.	457	516	10.961615	T	09-08-2021	IPR013584	RAP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44239	447ac1d155e57210d523ae3bf2f17c60	555	SMART	SM00952	RAP_3	460	517	6.40E-07	T	09-08-2021	IPR013584	RAP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44239	447ac1d155e57210d523ae3bf2f17c60	555	MobiDBLite	mobidb-lite	consensus disorder prediction	522	555	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44239	447ac1d155e57210d523ae3bf2f17c60	555	PANTHER	PTHR21228	FAST LEU-RICH DOMAIN-CONTAINING	108	506	5.00E-13	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44239	447ac1d155e57210d523ae3bf2f17c60	555	Pfam	PF08373	RAP domain	464	514	1.40E-10	T	09-08-2021	IPR013584	RAP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44239	447ac1d155e57210d523ae3bf2f17c60	555	MobiDBLite	mobidb-lite	consensus disorder prediction	37	72	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
